"","executionId","project","caller","callee","killedM"
"1",1,"closure","com.google.javascript.rhino.head.IdScriptableObject","com.google.javascript.rhino.head.ScriptableObject",15
"2",1,"closure","com.google.javascript.rhino.head.IRFactory","com.google.javascript.rhino.head.Parser",2
"3",1,"closure","com.google.javascript.rhino.head.NativeArray","com.google.javascript.rhino.head.ScriptableObject",3
"4",1,"closure","com.google.javascript.rhino.head.NativeObject","com.google.javascript.rhino.head.ScriptableObject",11
"5",1,"closure","com.google.javascript.rhino.head.regexp.NativeRegExp","com.google.javascript.rhino.head.ScriptRuntime",26
"6",1,"closure","com.google.javascript.rhino.head.tools.debugger.Dim","com.google.javascript.rhino.head.ScriptRuntime",2
"7",1,"closure","com.google.javascript.rhino.jstype.JSType","com.google.javascript.rhino.jstype.FunctionType",47
"8",1,"closure","com.google.javascript.rhino.jstype.JSType","com.google.javascript.rhino.jstype.ProxyObjectType",2
"9",1,"lang","org.apache.commons.lang3.builder.ReflectionToStringBuilder","org.apache.commons.lang3.builder.ToStringBuilder",2
"10",1,"lang","org.apache.commons.lang3.builder.ToStringBuilder","org.apache.commons.lang3.builder.ToStringStyle",4
"11",1,"lang","org.apache.commons.lang3.concurrent.MultiBackgroundInitializer","org.apache.commons.lang3.concurrent.BackgroundInitializer",13
"12",1,"lang","org.apache.commons.lang3.text.StrBuilder$StrBuilderReader","org.apache.commons.lang3.text.StrBuilder",2
"13",1,"lang","org.apache.commons.lang3.text.StrSubstitutor","org.apache.commons.lang3.text.StrBuilder",22
"14",1,"lang","org.apache.commons.lang3.text.translate.UnicodeEscaper","org.apache.commons.lang3.text.translate.CharSequenceTranslator",7
"15",1,"math","org.apache.commons.math.analysis.LaguerreSolver","org.apache.commons.math.complex.Complex",21
"16",1,"math","org.apache.commons.math.analysis.MullerSolver","org.apache.commons.math.analysis.UnivariateRealSolverImpl",52
"17",1,"math","org.apache.commons.math.distribution.AbstractIntegerDistribution","org.apache.commons.math.distribution.HypergeometricDistributionImpl",2
"18",1,"math","org.apache.commons.math.geometry.Rotation","org.apache.commons.math.geometry.Vector3D",7
"19",1,"math","org.apache.commons.math.linear.MatrixUtils","org.apache.commons.math.linear.BigMatrixImpl",1
"20",1,"math","org.apache.commons.math.ode.AbstractStepInterpolator","org.apache.commons.math.ode.DormandPrince853StepInterpolator",34
"21",1,"math","org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator","org.apache.commons.math.ode.DormandPrince853Integrator",4
"22",1,"math","org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator","org.apache.commons.math.ode.HighamHall54Integrator",1
"23",1,"math","org.apache.commons.math.ode.GraggBulirschStoerIntegrator","org.apache.commons.math.ode.AdaptiveStepsizeIntegrator",10
"24",1,"math","org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator","org.apache.commons.math.ode.AbstractStepInterpolator",16
"25",1,"math","org.apache.commons.math.ode.SwitchingFunctionsHandler","org.apache.commons.math.ode.SwitchState",23
"26",1,"math","org.apache.commons.math.ode.SwitchState","org.apache.commons.math.analysis.BrentSolver",1
"27",1,"math","org.apache.commons.math.optimization.NelderMead","org.apache.commons.math.optimization.DirectSearchOptimizer",62
"28",1,"math","org.apache.commons.math.random.EmpiricalDistributionImpl","org.apache.commons.math.stat.descriptive.SummaryStatistics",1
"29",1,"math","org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic","org.apache.commons.math.stat.descriptive.moment.Variance",5
"30",1,"math","org.apache.commons.math.stat.descriptive.DescriptiveStatistics","org.apache.commons.math.util.ResizableDoubleArray",24
"31",1,"math","org.apache.commons.math.stat.inference.TTestImpl","org.apache.commons.math.stat.StatUtils",2
"32",1,"math","org.apache.commons.math.transform.FastFourierTransformer","org.apache.commons.math.complex.Complex",25
"33",1,"mockito","org.mockito.asm.AnnotationWriter","org.mockito.asm.ClassWriter",33
"34",1,"mockito","org.mockito.asm.MethodWriter","org.mockito.asm.ByteVector",15
"35",1,"mockito","org.mockito.cglib.core.ClassEmitter","org.mockito.cglib.transform.impl.InterceptFieldTransformer",8
"36",1,"mockito","org.mockito.cglib.core.CodeEmitter","org.mockito.cglib.core.TypeUtils",3
"37",1,"mockito","org.mockito.cglib.core.EmitUtils","org.mockito.cglib.core.CodeEmitter",12
"38",1,"mockito","org.mockito.cglib.proxy.Enhancer","org.mockito.cglib.core.ReflectUtils",35
"39",1,"mockito","org.mockito.cglib.proxy.Mixin$Generator","org.mockito.cglib.core.ReflectUtils",54
"40",1,"time","org.joda.time.base.AbstractPartial","org.joda.time.MonthDay",13
"41",1,"time","org.joda.time.base.BasePeriod","org.joda.time.base.AbstractPeriod",2
"42",1,"time","org.joda.time.chrono.BasicChronology","org.joda.time.chrono.EthiopicChronology",1
"43",1,"time","org.joda.time.chrono.BasicChronology","org.joda.time.chrono.IslamicChronology",52
"44",1,"time","org.joda.time.chrono.BasicWeekyearDateTimeField","org.joda.time.chrono.BasicChronology",51
"45",1,"time","org.joda.time.chrono.CopticChronology","org.joda.time.DateTimeZone",12
"46",1,"time","org.joda.time.chrono.GJChronology","org.joda.time.chrono.JulianChronology",5
"47",1,"time","org.joda.time.chrono.ISOChronology","org.joda.time.chrono.AssembledChronology",2
"48",1,"time","org.joda.time.chrono.ISOChronology","org.joda.time.DateTimeZone",70
"49",1,"time","org.joda.time.chrono.ZonedChronology","org.joda.time.DateTimeZone",1
"50",1,"time","org.joda.time.DateTimeUtils","org.joda.time.DateTimeZone",12
"51",1,"time","org.joda.time.DateTimeZone","org.joda.time.format.DateTimeFormat",1
"52",1,"time","org.joda.time.format.DateTimeFormatterBuilder$TextField","org.joda.time.format.DateTimeParserBucket",4
"53",1,"time","org.joda.time.format.DateTimeParserBucket$SavedState","org.joda.time.format.DateTimeParserBucket",1
"54",1,"time","org.joda.time.Hours","org.joda.time.base.BaseSingleFieldPeriod",6
"55",1,"time","org.joda.time.LocalDate","org.joda.time.format.ISODateTimeFormat",3
"56",1,"time","org.joda.time.LocalDateTime","org.joda.time.DateTimeZone",10
"57",1,"time","org.joda.time.LocalDateTime","org.joda.time.format.DateTimeFormatter",6
"58",1,"time","org.joda.time.LocalTime$Property","org.joda.time.LocalTime",3
"59",1,"time","org.joda.time.Minutes","org.joda.time.base.BaseSingleFieldPeriod",9
"60",1,"time","org.joda.time.MutableInterval","org.joda.time.base.BaseInterval",1
"61",1,"time","org.joda.time.MutablePeriod","org.joda.time.base.BasePeriod",11
"62",1,"time","org.joda.time.Period","org.joda.time.base.BasePeriod",8
"63",1,"time","org.joda.time.Period","org.joda.time.PeriodType",496
"64",1,"time","org.joda.time.Seconds","org.joda.time.base.BaseSingleFieldPeriod",3
"65",1,"time","org.joda.time.Weeks","org.joda.time.base.BaseSingleFieldPeriod",10
"66",1,"time","org.joda.time.YearMonthDay","org.joda.time.base.BasePartial",3
"67",2,"closure","com.google.javascript.rhino.head.IdScriptableObject","com.google.javascript.rhino.head.ScriptableObject",18
"68",2,"closure","com.google.javascript.rhino.head.Interpreter","com.google.javascript.rhino.head.ScriptableObject",1
"69",2,"closure","com.google.javascript.rhino.head.IRFactory","com.google.javascript.rhino.head.Node",4
"70",2,"closure","com.google.javascript.rhino.head.IRFactory","com.google.javascript.rhino.head.Parser",2
"71",2,"closure","com.google.javascript.rhino.head.NativeArray","com.google.javascript.rhino.head.ScriptableObject",7
"72",2,"closure","com.google.javascript.rhino.head.NativeArray","com.google.javascript.rhino.head.ScriptRuntime",13
"73",2,"closure","com.google.javascript.rhino.head.NativeObject","com.google.javascript.rhino.head.ScriptableObject",16
"74",2,"closure","com.google.javascript.rhino.jstype.JSType","com.google.javascript.rhino.jstype.UnionType",9
"75",2,"lang","org.apache.commons.lang3.builder.ReflectionToStringBuilder","org.apache.commons.lang3.builder.ToStringBuilder",1
"76",2,"lang","org.apache.commons.lang3.builder.ToStringBuilder","org.apache.commons.lang3.builder.ToStringStyle",5
"77",2,"lang","org.apache.commons.lang3.concurrent.MultiBackgroundInitializer","org.apache.commons.lang3.concurrent.BackgroundInitializer",12
"78",2,"lang","org.apache.commons.lang3.text.StrBuilder$StrBuilderReader","org.apache.commons.lang3.text.StrBuilder",2
"79",2,"lang","org.apache.commons.lang3.text.StrSubstitutor","org.apache.commons.lang3.text.StrBuilder",21
"80",2,"lang","org.apache.commons.lang3.text.translate.UnicodeEscaper","org.apache.commons.lang3.text.translate.CharSequenceTranslator",5
"81",2,"math","org.apache.commons.math.analysis.LaguerreSolver","org.apache.commons.math.complex.Complex",22
"82",2,"math","org.apache.commons.math.analysis.MullerSolver","org.apache.commons.math.analysis.UnivariateRealSolverImpl",50
"83",2,"math","org.apache.commons.math.distribution.AbstractIntegerDistribution","org.apache.commons.math.distribution.HypergeometricDistributionImpl",2
"84",2,"math","org.apache.commons.math.fraction.ProperFractionFormat","org.apache.commons.math.fraction.FractionFormat",1
"85",2,"math","org.apache.commons.math.geometry.Rotation","org.apache.commons.math.geometry.Vector3D",3
"86",2,"math","org.apache.commons.math.linear.MatrixUtils","org.apache.commons.math.linear.BigMatrixImpl",1
"87",2,"math","org.apache.commons.math.ode.AbstractStepInterpolator","org.apache.commons.math.ode.DormandPrince853StepInterpolator",22
"88",2,"math","org.apache.commons.math.ode.ContinuousOutputModel","org.apache.commons.math.ode.AbstractStepInterpolator",4
"89",2,"math","org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator","org.apache.commons.math.ode.DormandPrince853Integrator",2
"90",2,"math","org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator","org.apache.commons.math.ode.HighamHall54Integrator",6
"91",2,"math","org.apache.commons.math.ode.GraggBulirschStoerIntegrator","org.apache.commons.math.ode.AdaptiveStepsizeIntegrator",10
"92",2,"math","org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator","org.apache.commons.math.ode.AbstractStepInterpolator",6
